Date,Open*,High,Low,Close**,Volume,Market Cap
13-Oct-19,180.86,185.08,180.32,182.08,"6,733,182,273","19,688,808,994"
14-Oct-19,182.03,187.3,181.66,186.96,"7,276,520,699","20,219,637,357"
15-Oct-19,186.98,187.76,179.46,181.41,"7,731,456,579","19,621,350,993"
16-Oct-19,181.34,181.67,174.06,176.01,"7,691,244,590","19,040,429,002"
17-Oct-19,175.91,178.9,174.57,178.03,"6,737,237,423","19,260,755,682"
18-Oct-19,177.99,178.18,171.01,173.62,"7,566,257,807","18,786,275,035"
19-Oct-19,173.65,175.61,172.22,172.91,"6,551,453,871","18,711,940,303"
20-Oct-19,172.97,176.72,171.21,175.53,"6,801,091,120","18,997,957,789"
21-Oct-19,175.52,177.74,173.29,174.92,"6,815,820,627","18,933,882,640"
22-Oct-19,174.91,175.65,172.27,172.3,"6,990,951,966","18,652,588,580"
23-Oct-19,172.26,172.42,157.46,162.4,"9,624,925,919","17,583,244,177"
24-Oct-19,162.51,164.15,160.89,162.17,"7,300,917,537","17,560,021,218"
25-Oct-19,162.19,183,161.97,181.52,"10,358,594,018","19,658,140,299"
26-Oct-19,181.67,195.94,176.13,179.84,"13,831,784,986","19,477,741,705"
27-Oct-19,179.93,188.16,177.68,184.24,"10,815,941,952","19,957,408,085"
28-Oct-19,184.4,187.88,180.25,182.66,"10,406,734,124","19,788,729,316"
29-Oct-19,182.67,191.85,182.36,190.34,"10,622,761,958","20,623,205,054"
30-Oct-19,190.34,191.11,181.55,184.69,"10,484,902,804","20,013,431,227"
31-Oct-19,184.8,188.75,180.07,183.97,"9,607,939,606","19,937,256,794"
01-Nov-19,183.8,185.06,181.09,183.97,"9,145,611,130","19,940,014,311"
02-Nov-19,184.02,185.71,182.8,183.93,"8,087,991,830","19,937,622,287"
03-Nov-19,183.99,185.02,179.82,182.43,"8,760,247,744","19,777,347,724"
04-Nov-19,182.32,188.02,181.82,186.36,"10,551,917,945","20,205,859,402"
05-Nov-19,186.31,191.26,184.33,189.3,"10,024,177,342","20,528,094,420"
06-Nov-19,189.11,193.55,188.67,191.59,"10,156,458,684","20,778,894,603"
07-Nov-19,191.5,191.86,186.57,187.98,"9,081,247,799","20,389,037,934"
08-Nov-19,187.92,188.82,182.54,184.21,"9,176,780,911","19,983,058,356"
09-Nov-19,184.31,185.84,183.9,185.03,"7,277,418,704","20,074,095,541"
10-Nov-19,184.94,190.92,184.69,189.48,"8,752,784,211","20,559,121,065"
11-Nov-19,189.5,190.34,185.09,185.49,"7,877,424,106","20,128,792,760"
12-Nov-19,185.56,187.95,184.19,186.84,"7,792,186,666","20,278,071,676"
